FacilityName,Type,HealthFacilityCode,Classification,StreetNameAndNo,ZipCode,BarangayName,LandlineNumber,lon,lat,level,PRCP,BedSpace,OpRoom,RecRoom,MatWard,IsoRoom,dental,blood,pathology,radiology,pharmacy,CMDCDH_2,Spec1,ICU,NICU,HRPU,RTS,TerClin,MobX,Teach_3,PRU,ASC,Dialysis,BBank,Hispa,radiology3,HIVTreat,HIVTest,City
Calalang General Hospital,Hospital,3765,Private,16R Valenzuela Street Mc Arthur Highway,0,Marulas,+63 022916802,120.9817703,14.673664,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Valenzuela
Amisola Maternity Hospital,Hospital,3873,Private,1068 Hermosa Street,1013,0,+63 022523335,120.978483,14.632708,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Manila
Beato-Cauilan Hospital,Hospital,4123,Private,Block 9 Lot 1 Villa Carolina Subdivision,0,Tunasan,+63 028615284,121.0363768,14.3725455,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Muntinlupa
Queensberry Hospital,Hospital,4385,Private,56 Ramirez Street,0,Novaliches Proper,+63 024175827,121.0300684,14.7236059,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
Alabang Medical Clinic,Hospital,4702,Private,297 T. Montillano Street,0,Alabang,+63 028420684,121.049902,14.418935,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Muntinlupa
Overseas Contract Workers General Hospital,Hospital,4796,Private,39 Tandang Sora Avenue,0,Culiat,+63 029313529,121.0628569,14.6661907,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Quezon
North Caloocan Doctors Hospital,Hospital,5050,Private,Lot 31 Block 10 Bankers Village 2 Quirino Hi-Way,0,Barangay 184,+63 029615213,121.0815198,14.769928,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Kalookan
Martinez Memorial Hospital,Hospital,5081,Private,198 A. Mabini Street Maypajo,0,Barangay 32,+63 022888661,120.9749669,14.6440745,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Kalookan
"Sds Medical Center, Inc.",Hospital,5470,Private,Katipunan Cor. Pio Del Pilar,0,Concepcion Dos,+63 029331405,121.1096096,14.6391962,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Marikina
Our Lady Of Grace Hospital,Hospital,5484,Private,"8Th Avenue, Corner F. Roxas Street Grace Park",0,Barangay 61,+63 023611124,120.9815405,14.6488464,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Kalookan
Santissimo Rosario General Hospital,Hospital,6070,Private,2 Espiritu Street,0,Marulas,+63 022916985,120.984251,14.675273,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Valenzuela
